Customer_ID,Age,Gender,City,Income,Spending_Score,Purchase_Amount,Purchase_Frequency,Product_Category,Membership,Satisfaction,Last_Purchase_Days
C342,33,Female,Bogor,14456889.0,35,194129,8,Food,Bronze,2.0,50
C343,30,Male,Bandung,11010643.0,92,638316,6,Fashion,Gold,4.0,18
C344,47,Male,Tangerang,7981262.0,71,693534,5,Beauty,Silver,2.0,4
C345,36,Male,Bogor,7525208.0,32,367875,4,Beauty,Gold,2.0,17
C346,34,Female,Jakarta,8290717.0,11,730218,8,Beauty,Bronze,3.0,57
C347,36,Male,Bandung,3518349.0,10,229761,1,Fashion,Silver,4.0,14
C348,45,Male,Tangerang,5881990.0,73,618926,9,Food,Silver,2.0,14
C349,43,Male,Bekasi,3797968.0,78,534814,1,Sports,Silver,2.0,13
C350,54,Female,Tangerang,10892861.0,77,227558,8,Food,Silver,4.0,7
C351,43,Male,Jakarta,11467691.0,57,594855,4,Electronics,Bronze,5.0,44
C352,40,Female,Bandung,9211411.0,25,472955,9,Beauty,Silver,4.0,55
C353,26,Female,Bekasi,5655971.0,2,632092,5,Food,Bronze,3.0,15
C354,29,Male,Jakarta,8609125.0,64,420965,3,Sports,Silver,5.0,19
C355,18,Male,Tangerang,5874299.0,35,53754,9,Electronics,Gold,1.0,43
C356,18,Female,Jakarta,10339838.0,7,601332,9,Fashion,Silver,4.0,47
C357,51,Male,Bandung,10330292.0,85,117260,4,Fashion,Gold,3.0,44
C358,49,Male,Depok,4804673.0,18,116912,4,Sports,Bronze,5.0,35
C359,42,Female,Jakarta,97135997.0,67,306695,8,Electronics,Silver,4.0,17
C360,18,Female,Jakarta,10594378.0,42,582994,2,Beauty,Gold,2.0,35
C361,33,Male,Tangerang,11998604.0,39,845326,9,Food,Bronze,4.0,19
C362,22,Female,Tangerang,7909776.0,41,985541,6,Electronics,Bronze,1.0,20
C363,39,Male,Bekasi,12167121.0,75,396130,9,Fashion,Silver,4.0,36
C364,46,Male,Tangerang,6303389.0,24,918374,8,Sports,Bronze,5.0,35
C365,20,Male,Bogor,11025407.0,60,756972,7,Sports,Silver,5.0,32
C366,29,Female,Bandung,7354385.0,46,79725,1,Food,Gold,4.0,58
C367,43,Male,Bandung,11777198.0,19,186998,3,Sports,Silver,,48
C368,33,Male,Depok,13154590.0,68,154555,2,Sports,Bronze,2.0,44
C369,54,Male,Depok,14167263.0,90,311486,5,Electronics,Silver,4.0,40
C370,39,Female,Bandung,6151882.0,42,845928,5,Beauty,Silver,2.0,24
C371,46,Female,Depok,6210016.0,32,630735,5,Food,Bronze,,17
C372,31,Female,Bekasi,13768485.0,39,938036,4,Electronics,Silver,3.0,7
C373,45,Female,Tangerang,9737320.0,36,735166,5,Beauty,Silver,4.0,43
C374,22,Female,Bandung,5389383.0,97,924631,3,Electronics,Silver,5.0,50
C375,47,Male,Depok,9996746.0,36,615609,1,Electronics,Bronze,2.0,1
C376,22,Female,Bandung,3164053.0,3,827401,5,Sports,Silver,3.0,35
C377,29,Female,Bogor,8973544.0,73,283103,9,Beauty,Bronze,4.0,32
C378,33,Female,Jakarta,8282379.0,8,465872,9,Food,Bronze,4.0,36
C379,43,Male,Tangerang,12825144.0,97,105147,4,Food,Gold,1.0,13
C380,43,Female,Bandung,5542637.0,70,665684,3,Beauty,Silver,1.0,6
C381,38,Female,Jakarta,11033951.0,41,492882,1,Sports,Bronze,2.0,58
C382,53,Male,Depok,14779534.0,68,525584,2,Fashion,Bronze,1.0,14
C383,50,Female,Jakarta,11107317.0,13,350931,8,Electronics,Bronze,2.0,37
C384,47,Male,Tangerang,7158549.0,49,294839,1,Sports,Bronze,5.0,48
C385,54,Male,Bandung,12734816.0,60,506162,8,Beauty,Bronze,2.0,15
C386,40,Male,Bogor,7530889.0,2,596015,7,Electronics,Bronze,1.0,47
C387,27,Male,Depok,,60,813711,8,Food,Silver,5.0,4
C388,22,Male,Bandung,11411039.0,5,145081,6,Fashion,Silver,1.0,40
C389,53,Female,Tangerang,12631739.0,44,434865,9,Food,Silver,2.0,59
C390,51,Male,Depok,12035616.0,27,815418,3,Beauty,Silver,3.0,16
C391,48,Male,Bekasi,11962049.0,32,642344,10,Electronics,Bronze,4.0,28
C392,27,Female,Jakarta,11284960.0,21,708441,4,Beauty,Gold,1.0,16
C393,36,Male,Tangerang,5049949.0,8,739556,6,Electronics,Gold,2.0,4
C394,49,Female,Bekasi,11388512.0,72,742095,8,Sports,Gold,5.0,45
C395,18,Female,Bandung,4268300.0,50,6422533,5,Fashion,Gold,,26
C396,22,Female,Bogor,4947763.0,67,130102,3,Sports,Gold,1.0,28
C397,21,Male,Depok,,44,206570,6,Sports,Silver,4.0,32
C398,33,Male,Jakarta,13273685.0,58,651153,4,Beauty,Bronze,2.0,45
C399,41,Male,Depok,10654502.0,3,737016,9,Fashion,Silver,3.0,2
C400,33,Female,Bandung,6882149.0,86,117695,3,Electronics,Silver,5.0,31
C401,19,Male,Depok,7873062.0,70,481116,4,Electronics,Silver,2.0,3
C402,45,Male,Jakarta,10045209.0,2,571608,7,Food,Silver,5.0,54
C403,49,Male,Bandung,11439469.0,87,167235,7,Electronics,Bronze,1.0,8
C404,44,Female,Depok,10678073.0,44,490917,4,Beauty,Silver,4.0,24
C405,37,Female,Bogor,7845710.0,2,683065,6,Sports,Gold,4.0,15
C406,41,Male,Tangerang,7000737.0,81,69033,3,Sports,Silver,3.0,43
C407,29,Male,Bandung,12109609.0,35,566409,6,Sports,Silver,4.0,31
C408,52,Male,Tangerang,13379691.0,98,716165,2,Fashion,Bronze,1.0,9
C409,50,Male,Bandung,13012519.0,87,741211,8,Electronics,Silver,3.0,39
C410,50,Female,Bogor,10258746.0,30,601120,2,Beauty,Gold,2.0,45
C411,54,Female,Tangerang,4443717.0,8,244509,7,Fashion,Silver,4.0,2
C412,29,Female,Bekasi,7409352.0,22,427869,9,Food,Silver,3.0,8
C413,20,Female,Jakarta,14246341.0,44,195016,1,Beauty,Silver,1.0,7
C414,18,Male,Bekasi,8111142.0,58,332017,8,Beauty,Silver,,56
C415,50,Male,Depok,12594271.0,36,614660,7,Beauty,Bronze,5.0,44
C416,27,Male,Bogor,11421928.0,69,139464,6,Sports,Silver,1.0,51
C417,46,Female,Bekasi,11715633.0,77,720739,6,Beauty,Silver,1.0,39
C418,30,Male,Bandung,9906571.0,93,167322,6,Electronics,Silver,5.0,42
C419,29,Female,Depok,11752967.0,31,742111,9,Beauty,Silver,3.0,57
C420,48,Female,Depok,4308507.0,47,936514,2,Sports,Gold,5.0,16
C421,19,Male,Bekasi,7066621.0,55,795182,1,Beauty,Bronze,1.0,35
C422,52,Male,Bekasi,12331795.0,80,841542,6,Food,Gold,4.0,30
C423,40,Male,Bogor,12986298.0,62,497557,10,Food,Bronze,2.0,10
C424,34,Female,Jakarta,3100734.0,30,7084820,8,Sports,Silver,4.0,38
C425,43,Male,Bekasi,11546310.0,55,466978,3,Electronics,Bronze,4.0,18
C426,25,Female,Bekasi,5851274.0,16,919049,10,Electronics,Silver,1.0,50
C427,46,Male,Tangerang,4225811.0,12,674771,1,Fashion,Silver,5.0,5
C428,43,Female,Bandung,12535695.0,17,573886,9,Sports,Bronze,3.0,53
C429,27,Female,Tangerang,6081091.0,16,583884,1,Beauty,Silver,4.0,29
C430,43,Male,Tangerang,6829049.0,12,284627,3,Sports,Gold,5.0,39
C431,51,Female,Depok,14091989.0,8,681827,8,Fashion,Bronze,3.0,60
C432,24,Female,Jakarta,4868670.0,84,592601,3,Sports,Silver,4.0,34
C433,21,Male,Bandung,10265406.0,3,949607,4,Sports,Silver,3.0,43
C434,28,Female,Bogor,7813673.0,16,771909,8,Fashion,Silver,5.0,45
C435,46,Male,Bogor,,30,164914,1,Electronics,Bronze,2.0,23
C436,53,Female,Bekasi,12321425.0,23,597993,6,Beauty,Bronze,5.0,5
C437,42,Male,Bekasi,10551989.0,92,772724,1,Fashion,Bronze,1.0,30
C438,38,Male,Bogor,7335702.0,5,909877,1,Food,Bronze,3.0,6
C439,53,Female,Bekasi,10974411.0,84,153892,8,Electronics,Bronze,2.0,56
C440,27,Female,Jakarta,14666968.0,65,8839346,4,Food,Silver,3.0,58
C441,54,Female,Tangerang,5962732.0,30,314167,1,Electronics,Gold,3.0,46
C442,26,Female,Bekasi,13568946.0,21,693942,10,Beauty,Gold,4.0,44
C443,41,Female,Depok,4992825.0,84,240868,7,Beauty,Silver,1.0,4
C444,52,Male,Bekasi,6832978.0,70,130073,5,Sports,Bronze,3.0,29
C445,52,Female,Bandung,9152941.0,22,928629,5,Food,Bronze,5.0,23
C446,53,Male,Jakarta,7115811.0,82,638717,1,Electronics,Silver,5.0,6
C447,35,Male,Bandung,11983212.0,72,154195,10,Beauty,Bronze,4.0,32
C448,49,Female,Bandung,13438535.0,32,766987,6,Fashion,Silver,1.0,42
C449,41,Male,Depok,,33,83848,9,Beauty,Silver,1.0,18
C450,40,Male,Jakarta,5731638.0,16,982883,9,Fashion,Silver,5.0,15
C451,49,Male,Jakarta,3264500.0,76,339910,8,Electronics,Silver,2.0,40
C452,54,Male,Jakarta,13556086.0,38,118099,5,Beauty,Gold,,58
C453,29,Female,Jakarta,5976031.0,98,479276,1,Beauty,Silver,4.0,32
C454,30,Male,Jakarta,12027890.0,14,119122,9,Electronics,Silver,5.0,9
C455,40,Female,Depok,9512427.0,36,721447,1,Beauty,Gold,5.0,37
C456,42,Female,Bekasi,5903633.0,97,623156,8,Fashion,Gold,2.0,10
C457,52,Male,Bandung,8711813.0,23,693407,5,Beauty,Silver,2.0,20
C458,47,Female,Jakarta,4940369.0,66,466441,3,Food,Silver,1.0,6
C459,34,Female,Bekasi,6948242.0,85,931718,7,Sports,Silver,4.0,48
C460,37,Female,Bekasi,11127125.0,2,318787,7,Fashion,Gold,4.0,56
C461,42,Male,Bandung,4217060.0,91,536275,9,Food,Gold,5.0,59
C462,39,Female,Depok,4031519.0,73,348871,7,Electronics,Bronze,1.0,3
C463,30,Female,Bogor,12177960.0,65,978509,3,Fashion,Silver,4.0,42
C464,36,Female,Bogor,7678714.0,75,159079,1,Sports,Silver,1.0,11
C465,53,Male,Bekasi,,67,902129,8,Sports,Silver,1.0,43
C466,29,Female,Tangerang,4390281.0,52,66029,3,Electronics,Bronze,5.0,17
C467,36,Male,Tangerang,6941106.0,62,296353,8,Electronics,Gold,1.0,32
C468,29,Male,Bandung,5322466.0,23,457442,8,Fashion,Silver,2.0,4
C469,26,Male,Bogor,10778748.0,26,244718,5,Beauty,Gold,2.0,4
C470,24,Male,Bekasi,11099932.0,68,471947,1,Electronics,Gold,3.0,17
C471,45,Male,Depok,,82,421602,10,Beauty,Silver,5.0,41
C472,31,Male,Bogor,4946830.0,55,946816,7,Food,Silver,,19
C473,48,Female,Bekasi,5614150.0,6,118926,10,Sports,Silver,2.0,5
C474,36,Male,Bekasi,10238987.0,35,711357,5,Beauty,Bronze,3.0,32
C475,33,Female,Jakarta,12957168.0,22,367650,8,Sports,Silver,5.0,22
C476,22,Female,Depok,7660061.0,43,914661,9,Beauty,Bronze,5.0,56
C477,52,Male,Jakarta,5605214.0,15,493031,7,Food,Silver,1.0,6
C478,29,Female,Bandung,10923641.0,86,92092,7,Electronics,Bronze,4.0,35
C479,42,Female,Jakarta,5229180.0,60,374683,1,Food,Bronze,1.0,22
C480,38,Female,Jakarta,66258427.0,12,202889,4,Electronics,Bronze,5.0,1
C481,53,Female,Bogor,12384451.0,49,743221,2,Electronics,Bronze,2.0,20
C482,40,Male,Tangerang,7188891.0,42,587716,2,Sports,Silver,2.0,22
C483,33,Female,Bekasi,12014653.0,38,225006,2,Food,Silver,1.0,48
C484,31,Male,Depok,7031419.0,82,820915,4,Beauty,Silver,5.0,55
C485,48,Female,Jakarta,,45,819727,1,Food,Bronze,2.0,11
C486,22,Female,Depok,4424945.0,35,191330,4,Sports,Bronze,5.0,13
C487,52,Male,Tangerang,,30,107775,2,Electronics,Bronze,2.0,59
C488,40,Female,Tangerang,5363999.0,88,786940,5,Sports,Bronze,,42
C489,46,Female,Jakarta,12109096.0,30,317613,3,Fashion,Gold,3.0,3
C490,28,Female,Bandung,7790691.0,78,340998,8,Fashion,Bronze,,9
C491,35,Male,Jakarta,11807673.0,6,711616,4,Beauty,Silver,5.0,60
C492,29,Female,Bogor,14172980.0,67,829446,1,Sports,Bronze,1.0,12
C493,26,Male,Bekasi,7225889.0,80,126256,1,Beauty,Bronze,3.0,23
C494,27,Female,Bandung,12852415.0,7,411278,10,Beauty,Silver,4.0,14
C495,34,Male,Jakarta,6092195.0,52,707011,3,Fashion,Silver,1.0,33
C496,55,Male,Depok,13005057.0,14,231360,9,Beauty,Bronze,4.0,18
C497,24,Female,Bandung,3289102.0,73,396874,7,Fashion,Bronze,2.0,49
C498,30,Female,Bandung,12725345.0,15,468267,2,Electronics,Silver,4.0,59
C499,26,Male,Jakarta,14448614.0,21,339530,9,Sports,Bronze,5.0,41
C500,44,Male,Bandung,13765682.0,35,292634,10,Beauty,Bronze,4.0,9
